transaction_id,timestamp,sender_account,receiver_account,amount,currency,device_id,ip_address,payment_method
txn_000412,2026-07-24 21:16:06.148800380,ACC_066,MERCH_TICKETS_88,8253.98,GHS,dev_ACC_066,197.44.1.02,bank_transfer
txn_000413,2026-07-24 21:18:33.676233167,ACC_013,MERCH_TICKETS_88,7774.17,ZAR,dev_ACC_013,197.44.1.03,bank_transfer
txn_000414,2026-07-24 21:20:47.810018866,ACC_003,MERCH_TICKETS_88,6223.18,NGN,dev_ACC_003,197.44.1.04,card
txn_000415,2026-07-24 21:22:02.818792876,ACC_048,MERCH_TICKETS_88,7442.67,NGN,dev_ACC_048,197.44.1.05,ussd
txn_000416,2026-07-24 21:24:57.402118200,ACC_018,MERCH_TICKETS_88,5396.62,ZAR,dev_ACC_018,197.44.1.06,card
txn_000417,2026-07-24 21:26:03.228131538,ACC_006,MERCH_TICKETS_88,9271.08,ZAR,dev_ACC_006,197.44.1.07,card
txn_000418,2026-07-24 21:28:52.130997679,ACC_085,MERCH_TICKETS_88,4160.68,NGN,dev_ACC_085,197.44.1.08,ussd
txn_000419,2026-07-24 21:30:54.689182624,ACC_007,MERCH_TICKETS_88,8360.89,KES,dev_ACC_007,197.44.1.09,card
txn_000420,2026-07-24 21:32:32.796908202,ACC_025,MERCH_TICKETS_88,7859.22,ZAR,dev_ACC_025,197.44.1.10,bank_transfer
txn_000421,2026-07-24 21:34:57.857389388,ACC_034,MERCH_TICKETS_88,8000.18,KES,dev_ACC_034,197.44.1.11,card
txn_000422,2026-07-24 21:36:59.007199413,ACC_020,MERCH_TICKETS_88,5807.06,NGN,dev_ACC_020,197.44.1.12,wallet
txn_000423,2026-07-24 21:38:10.427707911,ACC_036,MERCH_TICKETS_88,4052.74,GHS,dev_ACC_036,197.44.1.13,wallet
txn_000424,2026-07-24 21:40:25.710468864,ACC_087,MERCH_TICKETS_88,5327.23,KES,dev_ACC_087,197.44.1.14,card
txn_000425,2026-07-24 21:49:26.050106941,ACC_073,ACC_031,5133.11,NGN,dev_ACC_073,197.186.58.73,bank_transfer
txn_000426,2026-07-24 23:53:08.145682360,ACC_044,ACC_069,2050.71,KES,dev_ACC_044,197.115.83.44,ussd
txn_000427,2026-07-25 01:34:30.705825387,ACC_027,ACC_011,4959.25,ZAR,dev_ACC_027,197.126.141.27,wallet
txn_000428,2026-07-25 01:47:38.612353800,ACC_047,ACC_028,50438.87,ZAR,dev_ACC_047,197.70.19.47,card
txn_000429,2026-07-25 05:21:26.528360501,ACC_056,ACC_008,6911.18,NGN,dev_ACC_056,197.28.180.56,wallet
txn_000430,2026-07-25 05:35:59.999999999,FRND_R4,FRND_R2,416.26,ZAR,dev_FRND_R4,197.34.128.R4,wallet
txn_000431,2026-07-25 06:23:03.003284655,ACC_042,ACC_071,6258.58,NGN,dev_ACC_042,197.94.95.42,ussd
txn_000432,2026-07-25 08:47:20.768657144,ACC_044,ACC_057,12180.27,KES,dev_ACC_044,197.81.15.44,bank_transfer
txn_000433,2026-07-25 10:24:00.000000000,ACC_044,SHOP_TRADE_71,59208.28,KES,dev_ACC_044,197.61.08.20,card
txn_000434,2026-07-25 12:00:00.000000000,ACC_035,ACC_HUB_SELLER,18839.32,NGN,dev_ACC_035,197.4.114.35,card
txn_000435,2026-07-25 12:28:16.904131534,ACC_045,ACC_022,1808.02,NGN,dev_ACC_045,197.183.14.45,card
txn_000436,2026-07-25 13:48:11.729875933,ACC_039,ACC_010,8322.96,ZAR,dev_ACC_039,197.167.200.39,wallet
txn_000437,2026-07-25 13:54:12.375147111,ACC_022,ACC_066,26994.94,ZAR,dev_ACC_022,197.247.238.22,ussd
txn_000438,2026-07-25 14:49:27.451733591,ACC_044,ACC_019,13077.54,KES,dev_ACC_044,197.214.8.44,bank_transfer
txn_000439,2026-07-25 15:42:21.442047751,ACC_044,ACC_011,16020.98,KES,dev_ACC_044,197.179.219.44,bank_transfer
txn_000440,2026-07-25 17:29:34.959647964,ACC_039,ACC_071,2651.78,ZAR,dev_ACC_039,197.47.216.39,card
txn_000441,2026-07-25 19:43:31.138889840,ACC_067,ACC_045,12131.75,NGN,dev_ACC_067,197.28.112.67,ussd
txn_000442,2026-07-25 20:00:00.000000000,REF_C1,REF_C3,8683.12,GHS,dev_REF_C1,197.9.15.C1,ussd
txn_000443,2026-07-25 22:24:00.000000000,SHOP_TRADE_71,SHOP_PAYOUT_72,207063.28,KES,dev_shop_backoffice,197.42.49.71,bank_transfer
txn_000444,2026-07-25 22:47:44.234497019,ACC_053,ACC_043,42816.76,KES,dev_ACC_053,197.144.152.53,ussd
txn_000445,2026-07-25 22:56:17.654031166,ACC_060,ACC_048,4276.01,ZAR,dev_ACC_060,197.77.253.60,wallet
txn_000446,2026-07-25 23:36:48.560771679,ACC_059,ACC_006,1862.49,KES,dev_ACC_059,197.202.254.59,wallet
txn_000447,2026-07-26 00:12:17.814088346,ACC_017,ACC_089,4450.63,NGN,dev_ACC_017,197.132.85.17,card
txn_000448,2026-07-26 00:16:47.524847909,ACC_034,ACC_069,21238.07,KES,dev_ACC_034,197.21.225.34,bank_transfer
txn_000449,2026-07-26 00:48:15.723525748,ACC_039,ACC_050,9997.22,ZAR,dev_ACC_039,197.37.64.39,card
txn_000450,2026-07-26 04:07:30.815492823,ACC_005,ACC_036,14673.77,GHS,dev_ACC_005,197.138.139.05,bank_transfer
txn_000451,2026-07-26 04:30:24.832594855,ACC_037,ACC_073,1576.93,NGN,dev_ACC_037,197.201.250.37,bank_transfer
txn_000452,2026-07-26 05:28:07.834066807,ACC_031,ACC_016,16016.46,GHS,dev_ACC_031,197.106.110.31,bank_transfer
txn_000453,2026-07-26 05:35:59.999999999,SHOP_PAYOUT_72,SHOP_TRADE_71,171548.82,KES,dev_shop_backoffice,197.222.36.72,bank_transfer
txn_000454,2026-07-26 05:52:34.438331258,ACC_045,ACC_069,3453.21,NGN,dev_ACC_045,197.237.245.45,bank_transfer
txn_000455,2026-07-26 06:49:17.669270811,ACC_039,ACC_059,7359.77,ZAR,dev_ACC_039,197.39.46.39,ussd
txn_000456,2026-07-26 07:08:35.106408991,ACC_028,ACC_014,7461.9,GHS,dev_ACC_028,197.255.149.28,card
txn_000457,2026-07-26 08:00:00.000000000,ACC_053,ACC_HUB_SELLER,118512.7,KES,dev_ACC_053,197.140.216.53,ussd
txn_000458,2026-07-26 12:07:45.535398122,ACC_069,ACC_082,49636.58,KES,dev_ACC_069,197.38.24.69,wallet
txn_000459,2026-07-26 12:42:04.605286258,ACC_020,ACC_060,5543.67,NGN,dev_ACC_020,197.141.248.20,bank_transfer
txn_000460,2026-07-26 13:38:25.187891821,ACC_021,ACC_067,15371.87,KES,dev_ACC_021,197.75.124.21,wallet
txn_000461,2026-07-26 15:26:09.735201233,ACC_044,ACC_082,8564.52,KES,dev_ACC_044,197.169.14.44,wallet
txn_000462,2026-07-26 17:35:59.999999999,SHOP_TRADE_71,SHOP_PAYOUT_72,188437.57,KES,dev_shop_backoffice,197.3.33.71,bank_transfer
txn_000463,2026-07-26 18:27:51.528465740,ACC_051,ACC_058,1576.03,KES,dev_ACC_051,197.16.47.51,ussd
txn_000464,2026-07-26 21:07:39.745879576,ACC_071,ACC_086,6086.46,KES,dev_ACC_071,197.76.170.71,wallet
txn_000465,2026-07-27 00:19:45.633759284,ACC_024,ACC_089,3645.25,NGN,dev_ACC_024,197.210.22.24,card
txn_000466,2026-07-27 00:48:00.000000000,MERCH_TICKETS_88,ACC_008,18033.87,GHS,dev_MERCH_TICKETS_88,197.44.9.88,ussd
txn_000467,2026-07-27 03:12:00.000000000,SHOP_PAYOUT_72,SHOP_TRADE_71,155390.02,KES,dev_shop_backoffice,197.169.19.72,wallet
txn_000468,2026-07-27 04:00:00.000000000,ACC_031,ACC_HUB_SELLER,26381.56,GHS,dev_ACC_031,197.111.238.31,card
txn_000469,2026-07-27 05:52:37.515479152,ACC_070,ACC_011,18930.0,GHS,dev_ACC_070,197.6.149.70,ussd
txn_000470,2026-07-27 10:01:16.223151602,ACC_075,ACC_085,10029.84,GHS,dev_ACC_075,197.170.155.75,wallet
txn_000471,2026-07-27 12:48:00.000000000,SHOP_TRADE_71,SHOP_PAYOUT_72,195685.77,KES,dev_shop_backoffice,197.109.217.71,wallet
txn_000472,2026-07-27 15:56:54.504262442,ACC_012,ACC_089,985.03,NGN,dev_ACC_012,197.110.220.12,ussd
txn_000473,2026-07-27 17:35:59.999999999,HH_PARENT_01,ACC_067,6983.67,NGN,dev_family_tablet,197.210.77.32,card
txn_000474,2026-07-27 17:49:49.387533320,ACC_027,ACC_045,18996.38,ZAR,dev_ACC_027,197.141.5.27,bank_transfer
txn_000475,2026-07-28 00:00:00.000000000,ACC_088,ACC_HUB_SELLER,40585.65,NGN,dev_ACC_088,197.203.52.88,wallet
txn_000476,2026-07-28 01:58:54.876782383,ACC_000,ACC_045,4345.98,NGN,dev_ACC_000,197.214.112.00,ussd
txn_000477,2026-07-28 04:45:39.927815450,ACC_069,ACC_004,19083.5,KES,dev_ACC_069,197.43.55.69,bank_transfer
txn_000478,2026-07-28 04:57:02.313944301,ACC_023,ACC_003,5230.98,KES,dev_ACC_023,197.143.29.23,ussd
txn_000479,2026-07-28 05:01:52.576323232,ACC_059,ACC_074,13257.97,KES,dev_ACC_059,197.230.96.59,card
txn_000480,2026-07-28 05:35:59.999999999,SHOP_PAYOUT_72,ACC_055,63662.4,KES,dev_shop_backoffice,197.62.00.72,bank_transfer
txn_000481,2026-07-28 07:55:34.129709686,ACC_016,ACC_034,13338.49,ZAR,dev_ACC_016,197.171.219.16,card
txn_000482,2026-07-28 11:39:22.099225356,ACC_025,ACC_082,7168.63,ZAR,dev_ACC_025,197.169.62.25,wallet
txn_000483,2026-07-28 13:58:44.527540026,ACC_048,ACC_087,6540.65,NGN,dev_ACC_048,197.140.143.48,ussd
txn_000484,2026-07-28 15:02:12.564668801,ACC_064,ACC_089,44104.69,GHS,dev_ACC_064,197.54.49.64,bank_transfer
txn_000485,2026-07-28 17:07:38.827022967,ACC_045,ACC_061,9537.84,NGN,dev_ACC_045,197.164.198.45,card
txn_000486,2026-07-28 17:35:59.999999999,SHOP_PAYOUT_72,ACC_059,99710.74,KES,dev_shop_backoffice,197.62.01.72,wallet
txn_000487,2026-07-28 18:59:03.315462269,ACC_003,ACC_079,42327.9,NGN,dev_ACC_003,197.210.44.10,bank_transfer
txn_000488,2026-07-28 19:24:26.795159796,ACC_045,ACC_085,34288.28,NGN,dev_ACC_045,197.26.147.45,card
txn_000489,2026-07-28 20:00:00.000000000,ACC_081,ACC_HUB_SELLER,12593.67,NGN,dev_ACC_081,197.191.144.81,card
txn_000490,2026-07-28 20:32:54.883278016,ACC_051,ACC_047,1216.14,KES,dev_ACC_051,197.38.11.51,wallet
txn_000491,2026-07-28 20:34:42.277468501,ACC_089,ACC_066,6966.39,ZAR,dev_ACC_089,197.62.233.89,bank_transfer
txn_000492,2026-07-28 23:19:03.252503699,ACC_007,ACC_018,12586.39,KES,dev_ACC_007,197.211.190.07,ussd
txn_000493,2026-07-28 23:30:25.254517983,ACC_003,ACC_023,1338.34,NGN,dev_ACC_003,197.210.44.10,card
txn_000494,2026-07-28 23:44:42.244622608,ACC_053,ACC_061,9480.02,KES,dev_ACC_053,197.69.35.53,card
txn_000495,2026-07-29 00:48:00.000000000,ACC_047,SHOP_TRADE_71,83896.9,ZAR,dev_ACC_047,197.61.09.20,bank_transfer
txn_000496,2026-07-29 07:56:48.307759694,ACC_009,ACC_001,3879.01,ZAR,dev_ACC_009,197.35.125.09,card
txn_000497,2026-07-29 08:14:28.644290770,ACC_087,ACC_029,16261.0,KES,dev_ACC_087,197.217.58.87,bank_transfer
txn_000498,2026-07-29 08:15:51.371405915,ACC_088,ACC_062,4768.6,NGN,dev_ACC_088,197.140.147.88,wallet
txn_000499,2026-07-29 08:55:39.909367488,ACC_075,ACC_034,5195.61,GHS,dev_ACC_075,197.142.230.75,bank_transfer
txn_000500,2026-07-29 10:24:00.000000000,SHOP_PAYOUT_72,ACC_063,88748.11,KES,dev_shop_backoffice,197.62.02.72,bank_transfer
txn_000501,2026-07-29 13:00:36.583492604,ACC_086,ACC_033,19902.03,GHS,dev_ACC_086,197.55.119.86,ussd
txn_000502,2026-07-29 16:00:00.000000000,ACC_023,ACC_HUB_SELLER,18532.95,KES,dev_ACC_023,197.172.141.23,card
txn_000503,2026-07-29 17:25:03.177726484,ACC_010,ACC_020,2482.4,NGN,dev_ACC_010,197.113.230.10,card
txn_000504,2026-07-29 21:11:48.244677240,ACC_009,ACC_004,4591.3,ZAR,dev_ACC_009,197.37.175.09,bank_transfer
txn_000505,2026-07-29 21:19:34.335664810,ACC_036,ACC_017,43288.37,GHS,dev_ACC_036,197.248.69.36,bank_transfer
txn_000506,2026-07-30 03:46:01.374220188,ACC_001,ACC_053,15995.05,KES,dev_ACC_001,197.235.78.01,ussd
txn_000507,2026-07-30 06:01:05.188805305,ACC_052,ACC_083,7683.58,GHS,dev_ACC_052,197.164.146.52,wallet
txn_000508,2026-07-30 06:05:55.866652298,ACC_064,ACC_028,8731.5,GHS,dev_ACC_064,197.31.245.64,ussd
txn_000509,2026-07-30 06:14:13.768107264,ACC_010,ACC_074,10163.03,NGN,dev_ACC_010,197.121.149.10,card
txn_000510,2026-07-30 06:29:37.423061705,ACC_055,ACC_083,3557.7,GHS,dev_ACC_055,197.163.149.55,ussd
txn_000511,2026-07-30 08:17:27.244477956,ACC_088,ACC_080,1480.14,NGN,dev_ACC_088,197.116.26.88,ussd
txn_000512,2026-07-30 08:37:22.129116505,ACC_088,ACC_037,93615.53,NGN,dev_ACC_088,197.113.53.88,ussd
txn_000513,2026-07-30 08:44:29.347939594,ACC_074,ACC_084,2862.02,KES,dev_ACC_074,197.200.66.74,wallet
txn_000514,2026-07-30 11:28:20.994499793,ACC_022,ACC_025,1795.31,ZAR,dev_ACC_022,197.139.84.22,card
txn_000515,2026-07-30 12:00:00.000000000,ACC_000,ACC_HUB_SELLER,21753.67,NGN,dev_ACC_000,197.152.96.00,bank_transfer
txn_000516,2026-07-30 12:29:44.346714755,ACC_031,ACC_035,9333.95,GHS,dev_ACC_031,197.152.147.31,bank_transfer
txn_000517,2026-07-30 13:04:51.530545281,ACC_047,ACC_055,27286.91,ZAR,dev_ACC_047,197.254.254.47,card
txn_000518,2026-07-30 16:40:53.585252263,ACC_022,ACC_068,6430.09,ZAR,dev_ACC_022,197.1.11.22,card
txn_000519,2026-07-30 17:27:16.296324343,ACC_064,ACC_062,5645.61,GHS,dev_ACC_064,197.82.226.64,ussd
txn_000520,2026-07-30 19:18:48.065605405,ACC_018,ACC_042,14877.21,ZAR,dev_ACC_018,197.85.45.18,card
txn_000521,2026-07-30 23:21:52.097368835,ACC_072,ACC_018,9383.49,NGN,dev_ACC_072,197.252.158.72,bank_transfer
txn_000522,2026-07-30 23:57:47.997232640,ACC_047,ACC_078,7513.5,ZAR,dev_ACC_047,197.191.212.47,ussd
txn_000523,2026-07-31 02:45:56.678731922,ACC_049,ACC_010,21232.75,NGN,dev_ACC_049,197.124.86.49,ussd
txn_000524,2026-07-31 05:05:52.713559320,ACC_057,ACC_031,4038.99,KES,dev_ACC_057,197.239.255.57,card
